onet	personality_trait	score
51-8093.00	Conventional	4.33
51-8099.01	Realistic	6.00
51-8099.01	Investigative	3.00
51-8099.01	Artistic	1.00
51-8099.01	Social	1.33
51-8099.01	Enterprising	2.00
51-8099.01	Conventional	4.00
51-8099.02	Realistic	6.00
51-8099.02	Investigative	3.33
51-8099.02	Artistic	1.00
51-8099.02	Social	1.33
51-8099.02	Enterprising	2.00
51-8099.02	Conventional	4.00
51-8099.03	Realistic	6.00
51-8099.03	Investigative	3.00
51-8099.03	Artistic	1.00
51-8099.03	Social	1.33
51-8099.03	Enterprising	2.00
51-8099.03	Conventional	4.00
51-8099.04	Realistic	6.00
51-8099.04	Investigative	3.00
51-8099.04	Artistic	1.00
51-8099.04	Social	1.33
51-8099.04	Enterprising	1.67
51-8099.04	Conventional	3.67
51-9011.00	Realistic	7.00
51-9011.00	Investigative	2.00
51-9011.00	Artistic	1.33
51-9011.00	Social	1.00
51-9011.00	Enterprising	2.00
51-9011.00	Conventional	3.33
51-9012.00	Realistic	7.00
51-9012.00	Investigative	4.33
51-9012.00	Artistic	1.33
51-9012.00	Social	1.33
51-9012.00	Enterprising	2.33
51-9012.00	Conventional	5.00
51-9021.00	Realistic	7.00
51-9021.00	Investigative	3.67
51-9021.00	Artistic	1.33
51-9021.00	Social	1.00
51-9021.00	Enterprising	2.00
51-9021.00	Conventional	5.00
51-9022.00	Realistic	7.00
51-9022.00	Investigative	3.33
51-9022.00	Artistic	2.67
51-9022.00	Social	1.00
51-9022.00	Enterprising	1.67
51-9022.00	Conventional	4.33
51-9023.00	Realistic	7.00
51-9023.00	Investigative	3.67
51-9023.00	Artistic	1.00
51-9023.00	Social	1.00
51-9023.00	Enterprising	1.33
51-9023.00	Conventional	4.67
51-9031.00	Realistic	7.00
51-9031.00	Investigative	2.33
51-9031.00	Artistic	1.67
51-9031.00	Social	1.00
51-9031.00	Enterprising	2.00
51-9031.00	Conventional	5.33
51-9032.00	Realistic	7.00
51-9032.00	Investigative	1.33
51-9032.00	Artistic	1.00
51-9032.00	Social	1.00
51-9032.00	Enterprising	2.00
51-9032.00	Conventional	3.00
51-9041.00	Realistic	7.00
51-9041.00	Investigative	3.67
51-9041.00	Artistic	1.33
51-9041.00	Social	1.00
51-9041.00	Enterprising	1.67
51-9041.00	Conventional	5.33
51-9051.00	Realistic	7.00
51-9051.00	Investigative	2.67
51-9051.00	Artistic	1.00
51-9051.00	Social	1.00
51-9051.00	Enterprising	2.00
51-9051.00	Conventional	4.00
51-9061.00	Realistic	6.33
51-9061.00	Investigative	3.67
51-9061.00	Artistic	1.00
51-9061.00	Social	1.67
51-9061.00	Enterprising	2.67
51-9061.00	Conventional	6.67
51-9071.01	Realistic	6.67
51-9071.01	Investigative	2.67
51-9071.01	Artistic	6.33
51-9071.01	Social	1.00
51-9071.01	Enterprising	3.67
51-9071.01	Conventional	2.67
51-9071.06	Realistic	6.67
51-9071.06	Investigative	3.33
51-9071.06	Artistic	2.00
51-9071.06	Social	1.00
51-9071.06	Enterprising	2.33
51-9071.06	Conventional	3.00
51-9071.07	Realistic	7.00
51-9071.07	Investigative	1.67
51-9071.07	Artistic	3.00
51-9071.07	Social	1.00
51-9071.07	Enterprising	1.33
51-9071.07	Conventional	2.33
51-9081.00	Realistic	6.33
51-9081.00	Investigative	5.00
51-9081.00	Artistic	2.00
51-9081.00	Social	2.67
51-9081.00	Enterprising	1.67
51-9081.00	Conventional	4.33
51-9082.00	Realistic	7.00
51-9082.00	Investigative	4.67
51-9082.00	Artistic	2.33
51-9082.00	Social	4.33
51-9082.00	Enterprising	1.67
51-9082.00	Conventional	3.00
51-9083.00	Realistic	7.00
51-9083.00	Investigative	2.33
51-9083.00	Artistic	1.00
51-9083.00	Social	1.00
51-9083.00	Enterprising	2.00
51-9083.00	Conventional	3.67
51-9111.00	Realistic	7.00
51-9111.00	Investigative	3.00
51-9111.00	Artistic	1.67
51-9111.00	Social	1.00
51-9111.00	Enterprising	1.67
51-9111.00	Conventional	5.33
51-9121.00	Realistic	7.00
51-9121.00	Investigative	3.67
51-9121.00	Artistic	2.00
51-9121.00	Social	1.00
51-9121.00	Enterprising	1.67
51-9121.00	Conventional	4.67
51-9122.00	Realistic	7.00
51-9122.00	Investigative	3.33
51-9122.00	Artistic	3.33
51-9122.00	Social	1.00
51-9122.00	Enterprising	1.33
51-9122.00	Conventional	4.33
51-9123.00	Realistic	7.00
51-9123.00	Investigative	1.33
51-9123.00	Artistic	2.67
51-9123.00	Social	1.33
51-9123.00	Enterprising	1.67
51-9123.00	Conventional	2.67
51-9141.00	Realistic	7.00
51-9141.00	Investigative	4.33
51-9141.00	Artistic	1.33
51-9141.00	Social	1.00
51-9141.00	Enterprising	2.33
51-9141.00	Conventional	5.00
51-9151.00	Realistic	4.33
51-9151.00	Investigative	2.00
51-9151.00	Artistic	2.67
51-9151.00	Social	2.00
51-9151.00	Enterprising	2.00
51-9151.00	Conventional	6.33
51-9191.00	Realistic	6.67
51-9191.00	Investigative	1.33
51-9191.00	Artistic	1.00
51-9191.00	Social	1.00
51-9191.00	Enterprising	2.00
51-9191.00	Conventional	3.67
51-9192.00	Realistic	7.00
51-9192.00	Investigative	1.33
51-9192.00	Artistic	1.00
51-9192.00	Social	1.00
51-9192.00	Enterprising	1.33
51-9192.00	Conventional	2.67
51-9193.00	Realistic	7.00
51-9193.00	Investigative	4.00
51-9193.00	Artistic	1.00
51-9193.00	Social	1.00
51-9193.00	Enterprising	1.67
51-9193.00	Conventional	5.00
51-9194.00	Realistic	7.00
51-9194.00	Investigative	1.00
51-9194.00	Artistic	2.67
51-9194.00	Social	1.67
51-9194.00	Enterprising	2.33
51-9194.00	Conventional	3.33
51-9195.03	Realistic	7.00
51-9195.03	Investigative	1.67
51-9195.03	Artistic	6.00
51-9195.03	Social	1.00
51-9195.03	Enterprising	1.67
51-9195.03	Conventional	2.67
51-9195.04	Realistic	6.67
51-9195.04	Investigative	3.00
51-9195.04	Artistic	4.33
51-9195.04	Social	1.00
51-9195.04	Enterprising	2.00
51-9195.04	Conventional	5.00
51-9195.05	Realistic	6.67
51-9195.05	Investigative	1.33
51-9195.05	Artistic	4.00
51-9195.05	Social	1.00
51-9195.05	Enterprising	1.33
51-9195.05	Conventional	1.67
51-9195.07	Realistic	7.00
51-9195.07	Investigative	1.00
51-9195.07	Artistic	1.00
51-9195.07	Social	1.00
51-9195.07	Enterprising	1.00
51-9195.07	Conventional	2.33
51-9196.00	Realistic	6.67
51-9196.00	Investigative	3.00
51-9196.00	Artistic	1.00
51-9196.00	Social	1.00
51-9196.00	Enterprising	2.33
51-9196.00	Conventional	4.67
51-9197.00	Realistic	7.00
51-9197.00	Investigative	3.00
51-9197.00	Artistic	1.33
51-9197.00	Social	1.00
51-9197.00	Enterprising	1.67
51-9197.00	Conventional	4.33
51-9198.00	Realistic	7.00
51-9198.00	Investigative	3.00
51-9198.00	Artistic	1.33
51-9198.00	Social	1.33
51-9198.00	Enterprising	1.33
51-9198.00	Conventional	5.00
51-9199.01	Realistic	6.67
51-9199.01	Investigative	1.33
51-9199.01	Artistic	1.33
51-9199.01	Social	1.33
51-9199.01	Enterprising	1.67
51-9199.01	Conventional	6.67
53-1011.00	Realistic	5.67
53-1011.00	Investigative	2.67
53-1011.00	Artistic	1.33
53-1011.00	Social	2.00
53-1011.00	Enterprising	7.00
53-1011.00	Conventional	3.67
53-1021.00	Realistic	4.67
53-1021.00	Investigative	1.33
53-1021.00	Artistic	1.00
53-1021.00	Social	2.33
53-1021.00	Enterprising	7.00
53-1021.00	Conventional	4.33
53-1021.01	Realistic	2.67
53-1021.01	Investigative	1.67
53-1021.01	Artistic	1.00
53-1021.01	Social	2.00
53-1021.01	Enterprising	5.67
53-1021.01	Conventional	4.00
53-1031.00	Realistic	4.67
53-1031.00	Investigative	1.67
53-1031.00	Artistic	1.00
53-1031.00	Social	2.00
53-1031.00	Enterprising	7.00
53-1031.00	Conventional	5.67
53-2011.00	Realistic	7.00
53-2011.00	Investigative	4.33
53-2011.00	Artistic	1.33
53-2011.00	Social	1.67
53-2011.00	Enterprising	3.00
53-2011.00	Conventional	5.33
53-2012.00	Realistic	6.67
53-2012.00	Investigative	4.33
53-2012.00	Artistic	1.00
53-2012.00	Social	2.33
53-2012.00	Enterprising	4.33
53-2012.00	Conventional	3.67
53-2021.00	Realistic	3.67
53-2021.00	Investigative	2.33
53-2021.00	Artistic	1.00
53-2021.00	Social	2.33
53-2021.00	Enterprising	6.33
53-2021.00	Conventional	6.00
53-2022.00	Realistic	3.67
53-2022.00	Investigative	3.67
53-2022.00	Artistic	1.00
53-2022.00	Social	2.33
53-2022.00	Enterprising	5.00
53-2022.00	Conventional	5.00
53-2031.00	Realistic	3.33
53-2031.00	Investigative	1.33
53-2031.00	Artistic	2.33
53-2031.00	Social	5.33
53-2031.00	Enterprising	6.00
53-2031.00	Conventional	4.67
53-3011.00	Realistic	7.00
53-3011.00	Investigative	1.67
53-3011.00	Artistic	1.33
53-3011.00	Social	5.67
53-3011.00	Enterprising	3.33
53-3011.00	Conventional	3.00
53-3021.00	Realistic	7.00
53-3021.00	Investigative	1.00
53-3021.00	Artistic	1.00
53-3021.00	Social	3.67
53-3021.00	Enterprising	3.00
53-3021.00	Conventional	2.33
53-3022.00	Realistic	7.00
53-3022.00	Investigative	1.67
53-3022.00	Artistic	1.00
53-3022.00	Social	3.33
53-3022.00	Enterprising	3.33
53-3022.00	Conventional	5.00
53-3031.00	Realistic	6.00
53-3031.00	Investigative	1.00
53-3031.00	Artistic	1.33
53-3031.00	Social	2.33
53-3031.00	Enterprising	5.67
53-3031.00	Conventional	3.33
53-3032.00	Realistic	7.00
53-3032.00	Investigative	3.00
53-3032.00	Artistic	1.00
53-3032.00	Social	1.00
53-3032.00	Enterprising	2.00
53-3032.00	Conventional	4.67
53-3033.00	Realistic	7.00
53-3033.00	Investigative	2.67
53-3033.00	Artistic	1.00
53-3033.00	Social	1.00
53-3033.00	Enterprising	3.00
53-3033.00	Conventional	5.33
53-3041.00	Realistic	5.67
53-3041.00	Investigative	1.33
53-3041.00	Artistic	1.00
53-3041.00	Social	3.00
53-3041.00	Enterprising	5.00
53-3041.00	Conventional	2.67
53-4011.00	Realistic	7.00
53-4011.00	Investigative	2.33
53-4011.00	Artistic	1.33
53-4011.00	Social	1.67
53-4011.00	Enterprising	2.33
53-4011.00	Conventional	4.67
53-4012.00	Realistic	6.67
53-4012.00	Investigative	3.00
53-4012.00	Artistic	1.00
53-4012.00	Social	1.33
53-4012.00	Enterprising	2.33
53-4012.00	Conventional	5.33
53-4013.00	Realistic	7.00
53-4013.00	Investigative	3.67
53-4013.00	Artistic	1.00
53-4013.00	Social	1.67
53-4013.00	Enterprising	3.33
53-4013.00	Conventional	4.33
53-4021.00	Realistic	7.00
53-4021.00	Investigative	1.33
53-4021.00	Artistic	1.00
53-4021.00	Social	1.33
53-4021.00	Enterprising	2.33
53-4021.00	Conventional	3.33
53-4031.00	Realistic	5.67
53-4031.00	Investigative	2.33
53-4031.00	Artistic	1.00
53-4031.00	Social	1.33
53-4031.00	Enterprising	6.33
53-4031.00	Conventional	5.00
53-4041.00	Realistic	7.00
53-4041.00	Investigative	2.67
53-4041.00	Artistic	1.00
53-4041.00	Social	2.67
53-4041.00	Enterprising	3.00
53-4041.00	Conventional	5.33
53-5011.00	Realistic	7.00
53-5011.00	Investigative	3.00
53-5011.00	Artistic	1.00
53-5011.00	Social	1.00
53-5011.00	Enterprising	3.33
53-5011.00	Conventional	5.00
53-5021.01	Realistic	6.00
53-5021.01	Investigative	2.33
53-5021.01	Artistic	1.00
53-5021.01	Social	2.33
53-5021.01	Enterprising	6.67
53-5021.01	Conventional	3.67
53-5021.02	Realistic	6.00
53-5021.02	Investigative	3.00
53-5021.02	Artistic	1.00
53-5021.02	Social	2.00
53-5021.02	Enterprising	6.67
53-5021.02	Conventional	5.33
53-5021.03	Realistic	7.00
53-5021.03	Investigative	4.33
53-5021.03	Artistic	1.00
53-5021.03	Social	2.00
53-5021.03	Enterprising	4.33
53-5021.03	Conventional	4.33
53-5022.00	Realistic	7.00
53-5022.00	Investigative	3.00
53-5022.00	Artistic	1.00
53-5022.00	Social	1.67
53-5022.00	Enterprising	4.67
53-5022.00	Conventional	4.67
53-5031.00	Realistic	7.00
53-5031.00	Investigative	3.00
53-5031.00	Artistic	1.00
53-5031.00	Social	2.00
53-5031.00	Enterprising	5.00
53-5031.00	Conventional	5.33
53-6011.00	Realistic	6.67
53-6011.00	Investigative	1.67
53-6011.00	Artistic	1.00
53-6011.00	Social	1.33
53-6011.00	Enterprising	3.67
53-6011.00	Conventional	4.33
53-6021.00	Realistic	6.67
53-6021.00	Investigative	1.00
53-6021.00	Artistic	1.00
53-6021.00	Social	2.67
53-6021.00	Enterprising	3.33
53-6021.00	Conventional	5.67
53-6031.00	Realistic	7.00
53-6031.00	Investigative	2.33
53-6031.00	Artistic	1.00
53-6031.00	Social	3.33
53-6031.00	Enterprising	2.33
53-6031.00	Conventional	4.67
53-6041.00	Realistic	6.33
53-6041.00	Investigative	4.67
53-6041.00	Artistic	1.33
53-6041.00	Social	2.33
53-6041.00	Enterprising	3.67
53-6041.00	Conventional	3.00
53-6051.01	Realistic	6.67
53-6051.01	Investigative	5.33
53-6051.01	Artistic	1.00
53-6051.01	Social	1.33
53-6051.01	Enterprising	2.67
53-6051.01	Conventional	5.67
53-6051.07	Realistic	6.67
53-6051.07	Investigative	4.00
53-6051.07	Artistic	1.33
53-6051.07	Social	1.33
53-6051.07	Enterprising	2.00
53-6051.07	Conventional	5.67
53-6051.08	Realistic	6.67
53-6051.08	Investigative	2.67
53-6051.08	Artistic	1.00
53-6051.08	Social	1.33
53-6051.08	Enterprising	3.67
53-6051.08	Conventional	6.33
53-6061.00	Realistic	4.67
53-6061.00	Investigative	1.00
53-6061.00	Artistic	1.33
53-6061.00	Social	4.67
53-6061.00	Enterprising	4.67
53-6061.00	Conventional	4.33
53-7011.00	Realistic	6.67
53-7011.00	Investigative	1.00
53-7011.00	Artistic	1.00
53-7011.00	Social	1.00
53-7011.00	Enterprising	2.33
53-7011.00	Conventional	2.67
53-7021.00	Realistic	7.00
53-7021.00	Investigative	3.33
53-7021.00	Artistic	1.00
53-7021.00	Social	1.00
53-7021.00	Enterprising	1.67
53-7021.00	Conventional	4.33
53-7031.00	Realistic	7.00
53-7031.00	Investigative	1.33
53-7031.00	Artistic	1.00
53-7031.00	Social	1.00
53-7031.00	Enterprising	1.67
53-7031.00	Conventional	2.00
53-7032.00	Realistic	7.00
53-7032.00	Investigative	1.67
53-7032.00	Artistic	1.00
53-7032.00	Social	1.00
53-7032.00	Enterprising	2.00
53-7032.00	Conventional	1.67
53-7033.00	Realistic	7.00
53-7033.00	Investigative	3.00
53-7033.00	Artistic	1.00
53-7033.00	Social	1.00
53-7033.00	Enterprising	1.67
53-7033.00	Conventional	4.00
53-7041.00	Realistic	7.00
53-7041.00	Investigative	1.33
53-7041.00	Artistic	1.00
53-7041.00	Social	1.00
53-7041.00	Enterprising	2.67
53-7041.00	Conventional	2.67
53-7051.00	Realistic	7.00
53-7051.00	Investigative	3.00
53-7051.00	Artistic	1.00
53-7051.00	Social	1.00
53-7051.00	Enterprising	1.67
53-7051.00	Conventional	4.67
53-7061.00	Realistic	6.67
53-7061.00	Investigative	1.33
53-7061.00	Artistic	1.00
53-7061.00	Social	1.33
53-7061.00	Enterprising	2.00
53-7061.00	Conventional	3.33
53-7062.00	Realistic	7.00
53-7062.00	Investigative	1.00
53-7062.00	Artistic	1.00
53-7062.00	Social	1.00
53-7062.00	Enterprising	1.67
53-7062.00	Conventional	2.33
53-7063.00	Realistic	7.00
53-7063.00	Investigative	1.00
53-7063.00	Artistic	1.00
53-7063.00	Social	1.00
53-7063.00	Enterprising	1.33
53-7063.00	Conventional	2.67
53-7064.00	Realistic	6.67
53-7064.00	Investigative	1.00
53-7064.00	Artistic	1.00
53-7064.00	Social	1.00
53-7064.00	Enterprising	2.00
53-7064.00	Conventional	2.67
53-7071.00	Realistic	7.00
53-7071.00	Investigative	1.33
53-7071.00	Artistic	1.00
53-7071.00	Social	1.00
53-7071.00	Enterprising	2.00
53-7071.00	Conventional	3.00
53-7072.00	Realistic	7.00
53-7072.00	Investigative	4.00
53-7072.00	Artistic	1.00
53-7072.00	Social	1.33
53-7072.00	Enterprising	2.00
53-7072.00	Conventional	4.67
53-7073.00	Realistic	7.00
53-7073.00	Investigative	3.67
53-7073.00	Artistic	1.00
53-7073.00	Social	1.00
53-7073.00	Enterprising	1.33
53-7073.00	Conventional	5.00
53-7081.00	Realistic	7.00
53-7081.00	Investigative	1.33
53-7081.00	Artistic	1.00
53-7081.00	Social	1.00
53-7081.00	Enterprising	2.33
53-7081.00	Conventional	3.67
53-7111.00	Realistic	7.00
53-7111.00	Investigative	1.33
53-7111.00	Artistic	1.00
53-7111.00	Social	1.00
53-7111.00	Enterprising	1.67
53-7111.00	Conventional	2.33
53-7121.00	Realistic	7.00
53-7121.00	Investigative	3.00
53-7121.00	Artistic	1.00
53-7121.00	Social	1.33
53-7121.00	Enterprising	2.00
53-7121.00	Conventional	5.00
