onet	ks	element_name	level	importance
13-1199.06	knowledge	Law and Government	1.30	1.65
13-1199.06	knowledge	Telecommunications	2.05	2.60
13-1199.06	knowledge	Communications and Media	3.54	3.60
13-2011.01	knowledge	Administration and Management	4.00	3.43
13-2011.01	knowledge	Clerical	5.34	3.56
13-2011.01	knowledge	Economics and Accounting	5.54	4.48
13-2011.01	knowledge	Sales and Marketing	1.95	2.10
13-2011.01	knowledge	Customer and Personal Service	4.23	3.39
13-2011.01	knowledge	Personnel and Human Resources	3.21	2.84
13-2011.01	knowledge	Transportation	1.25	1.74
13-2011.01	knowledge	Production and Processing	1.84	2.10
13-2011.01	knowledge	Food Production	0.34	1.17
13-2011.01	knowledge	Computers and Electronics	4.34	3.57
13-2011.01	knowledge	Engineering and Technology	0.56	1.29
13-2011.01	knowledge	Design	0.59	1.30
13-2011.01	knowledge	Building and Construction	0.40	1.21
13-2011.01	knowledge	Mechanical	0.51	1.26
13-2011.01	knowledge	Mathematics	4.91	4.07
13-2011.01	knowledge	Physics	0.22	1.10
13-2011.01	knowledge	Chemistry	0.22	1.08
13-2011.01	knowledge	Biology	0.03	1.02
13-2011.01	knowledge	Psychology	1.40	1.71
13-2011.01	knowledge	Sociology and Anthropology	0.81	1.36
13-2011.01	knowledge	Geography	0.57	1.29
13-2011.01	knowledge	Medicine and Dentistry	0.08	1.04
13-2011.01	knowledge	Therapy and Counseling	0.33	1.13
13-2011.01	knowledge	Education and Training	1.94	1.89
13-2011.01	knowledge	English Language	3.64	3.59
13-2011.01	knowledge	Foreign Language	0.84	1.42
13-2011.01	knowledge	Fine Arts	0.01	1.00
13-2011.01	knowledge	History and Archeology	0.41	1.18
13-2011.01	knowledge	Philosophy and Theology	0.43	1.20
13-2011.01	knowledge	Public Safety and Security	1.70	2.06
13-2011.01	knowledge	Law and Government	2.99	3.07
13-2011.01	knowledge	Telecommunications	1.16	1.89
13-2011.01	knowledge	Communications and Media	2.13	2.22
13-2011.02	knowledge	Administration and Management	4.76	3.95
13-2011.02	knowledge	Clerical	3.86	2.50
13-2011.02	knowledge	Economics and Accounting	6.43	4.80
13-2011.02	knowledge	Sales and Marketing	3.67	2.65
13-2011.02	knowledge	Customer and Personal Service	4.76	3.90
13-2011.02	knowledge	Personnel and Human Resources	3.86	2.90
13-2011.02	knowledge	Transportation	1.10	1.55
13-2011.02	knowledge	Production and Processing	1.52	1.75
13-2011.02	knowledge	Food Production	0.43	1.15
13-2011.02	knowledge	Computers and Electronics	4.24	3.15
13-2011.02	knowledge	Engineering and Technology	0.57	1.25
13-2011.02	knowledge	Design	0.90	1.40
13-2011.02	knowledge	Building and Construction	0.33	1.15
13-2011.02	knowledge	Mechanical	0.43	1.15
13-2011.02	knowledge	Mathematics	5.19	4.00
13-2011.02	knowledge	Physics	0.10	1.05
13-2011.02	knowledge	Chemistry	0.33	1.15
13-2011.02	knowledge	Biology	0.05	1.00
13-2011.02	knowledge	Psychology	2.38	2.00
13-2011.02	knowledge	Sociology and Anthropology	1.10	1.40
13-2011.02	knowledge	Geography	1.14	1.40
13-2011.02	knowledge	Medicine and Dentistry	0.14	1.05
13-2011.02	knowledge	Therapy and Counseling	0.71	1.20
13-2011.02	knowledge	Education and Training	4.43	2.90
13-2011.02	knowledge	English Language	4.86	4.30
13-2011.02	knowledge	Foreign Language	0.43	1.15
13-2011.02	knowledge	Fine Arts	0.19	1.10
13-2011.02	knowledge	History and Archeology	0.81	1.35
13-2011.02	knowledge	Philosophy and Theology	0.90	1.30
13-2011.02	knowledge	Public Safety and Security	0.57	1.20
13-2011.02	knowledge	Law and Government	3.81	3.20
13-2011.02	knowledge	Telecommunications	1.19	1.90
13-2011.02	knowledge	Communications and Media	2.24	2.40
13-2021.01	knowledge	Administration and Management	3.63	3.18
13-2021.01	knowledge	Clerical	4.77	3.83
13-2021.01	knowledge	Economics and Accounting	3.60	3.30
13-2021.01	knowledge	Sales and Marketing	1.48	1.67
13-2021.01	knowledge	Customer and Personal Service	5.14	3.98
13-2021.01	knowledge	Personnel and Human Resources	2.30	2.12
13-2021.01	knowledge	Transportation	1.60	1.74
13-2021.01	knowledge	Production and Processing	1.31	1.77
13-2021.01	knowledge	Food Production	1.30	1.65
13-2021.01	knowledge	Computers and Electronics	4.17	3.66
13-2021.01	knowledge	Engineering and Technology	1.08	1.54
13-2021.01	knowledge	Design	2.56	2.20
13-2021.01	knowledge	Building and Construction	3.52	3.43
13-2021.01	knowledge	Mechanical	1.26	1.72
13-2021.01	knowledge	Mathematics	4.63	3.98
13-2021.01	knowledge	Physics	0.38	1.19
13-2021.01	knowledge	Chemistry	0.30	1.18
13-2021.01	knowledge	Biology	0.37	1.24
13-2021.01	knowledge	Psychology	2.10	1.92
13-2021.01	knowledge	Sociology and Anthropology	0.91	1.51
13-2021.01	knowledge	Geography	3.81	2.75
13-2021.01	knowledge	Medicine and Dentistry	0.15	1.10
13-2021.01	knowledge	Therapy and Counseling	0.50	1.20
13-2021.01	knowledge	Education and Training	3.53	2.84
13-2021.01	knowledge	English Language	3.98	3.61
13-2021.01	knowledge	Foreign Language	0.51	1.30
13-2021.01	knowledge	Fine Arts	0.24	1.12
13-2021.01	knowledge	History and Archeology	1.08	1.54
13-2021.01	knowledge	Philosophy and Theology	0.57	1.22
13-2021.01	knowledge	Public Safety and Security	2.34	2.36
13-2021.01	knowledge	Law and Government	4.12	3.95
13-2021.01	knowledge	Telecommunications	1.22	1.74
13-2021.01	knowledge	Communications and Media	2.14	2.27
13-2021.02	knowledge	Administration and Management	3.95	3.15
13-2021.02	knowledge	Clerical	4.00	2.90
13-2021.02	knowledge	Economics and Accounting	3.20	3.15
13-2021.02	knowledge	Sales and Marketing	3.35	2.55
13-2021.02	knowledge	Customer and Personal Service	3.72	3.37
13-2021.02	knowledge	Personnel and Human Resources	2.16	1.89
13-2021.02	knowledge	Transportation	2.25	2.30
13-2021.02	knowledge	Production and Processing	2.17	1.89
13-2021.02	knowledge	Food Production	0.68	1.26
13-2021.02	knowledge	Computers and Electronics	4.20	3.53
13-2021.02	knowledge	Engineering and Technology	1.37	1.70
13-2021.02	knowledge	Design	2.35	2.05
13-2021.02	knowledge	Building and Construction	4.35	3.45
13-2021.02	knowledge	Mechanical	1.78	1.72
13-2021.02	knowledge	Mathematics	4.39	3.67
13-2021.02	knowledge	Physics	0.50	1.17
13-2021.02	knowledge	Chemistry	0.11	1.06
13-2021.02	knowledge	Biology	0.40	1.20
13-2021.02	knowledge	Psychology	1.35	1.65
13-2021.02	knowledge	Sociology and Anthropology	1.60	1.75
13-2021.02	knowledge	Geography	3.53	3.10
13-2021.02	knowledge	Medicine and Dentistry	0.21	1.11
13-2021.02	knowledge	Therapy and Counseling	0.26	1.16
13-2021.02	knowledge	Education and Training	2.89	2.68
13-2021.02	knowledge	English Language	4.47	3.79
13-2021.02	knowledge	Foreign Language	0.55	1.20
13-2021.02	knowledge	Fine Arts	0.35	1.20
13-2021.02	knowledge	History and Archeology	1.20	1.65
13-2021.02	knowledge	Philosophy and Theology	0.60	1.25
13-2021.02	knowledge	Public Safety and Security	2.79	2.37
13-2021.02	knowledge	Law and Government	4.16	3.37
13-2021.02	knowledge	Telecommunications	1.53	1.95
13-2021.02	knowledge	Communications and Media	2.16	2.05
13-2031.00	knowledge	Administration and Management	4.41	3.71
13-2031.00	knowledge	Clerical	4.68	3.57
13-2031.00	knowledge	Economics and Accounting	5.14	4.03
13-2031.00	knowledge	Sales and Marketing	0.29	1.15
13-2031.00	knowledge	Customer and Personal Service	4.10	3.37
13-2031.00	knowledge	Personnel and Human Resources	3.64	2.88
13-2031.00	knowledge	Transportation	0.69	1.37
13-2031.00	knowledge	Production and Processing	0.79	1.34
13-2031.00	knowledge	Food Production	0.03	1.02
13-2031.00	knowledge	Computers and Electronics	3.61	3.06
13-2031.00	knowledge	Engineering and Technology	0.53	1.31
13-2031.00	knowledge	Design	0.42	1.19
13-2031.00	knowledge	Building and Construction	0.39	1.22
13-2031.00	knowledge	Mechanical	0.44	1.23
13-2031.00	knowledge	Mathematics	4.48	3.90
13-2031.00	knowledge	Physics	0.09	1.05
13-2031.00	knowledge	Chemistry	0.20	1.12
13-2031.00	knowledge	Biology	0.10	1.06
13-2031.00	knowledge	Psychology	2.05	2.14
13-2031.00	knowledge	Sociology and Anthropology	1.84	1.92
13-2031.00	knowledge	Geography	1.29	1.58
13-2031.00	knowledge	Medicine and Dentistry	0.12	1.09
13-2031.00	knowledge	Therapy and Counseling	0.89	1.45
13-2031.00	knowledge	Education and Training	3.16	2.31
13-2031.00	knowledge	English Language	4.04	3.88
13-2031.00	knowledge	Foreign Language	0.32	1.20
13-2031.00	knowledge	Fine Arts	0.07	1.07
13-2031.00	knowledge	History and Archeology	0.67	1.37
13-2031.00	knowledge	Philosophy and Theology	1.64	1.85
13-2031.00	knowledge	Public Safety and Security	1.64	2.08
13-2031.00	knowledge	Law and Government	3.65	3.55
13-2031.00	knowledge	Telecommunications	0.93	1.98
13-2031.00	knowledge	Communications and Media	2.49	2.88
13-2041.00	knowledge	Administration and Management	2.77	2.43
13-2041.00	knowledge	Clerical	4.20	3.23
13-2041.00	knowledge	Economics and Accounting	4.03	4.00
13-2041.00	knowledge	Sales and Marketing	2.17	2.13
13-2041.00	knowledge	Customer and Personal Service	3.86	3.30
13-2041.00	knowledge	Personnel and Human Resources	1.07	1.57
13-2041.00	knowledge	Transportation	1.10	1.57
13-2041.00	knowledge	Production and Processing	1.53	1.80
13-2041.00	knowledge	Food Production	0.83	1.43
13-2041.00	knowledge	Computers and Electronics	2.80	2.67
13-2041.00	knowledge	Engineering and Technology	0.63	1.40
13-2041.00	knowledge	Design	0.40	1.23
13-2041.00	knowledge	Building and Construction	0.77	1.43
13-2041.00	knowledge	Mechanical	0.67	1.30
13-2041.00	knowledge	Mathematics	4.30	3.47
13-2041.00	knowledge	Physics	0.47	1.23
13-2041.00	knowledge	Chemistry	0.60	1.30
13-2041.00	knowledge	Biology	0.55	1.28
13-2041.00	knowledge	Psychology	1.79	2.10
13-2041.00	knowledge	Sociology and Anthropology	1.46	1.72
13-2041.00	knowledge	Geography	1.72	1.72
13-2041.00	knowledge	Medicine and Dentistry	0.53	1.33
13-2041.00	knowledge	Therapy and Counseling	0.70	1.37
13-2041.00	knowledge	Education and Training	2.00	2.00
13-2041.00	knowledge	English Language	3.80	3.63
13-2041.00	knowledge	Foreign Language	0.70	1.33
13-2041.00	knowledge	Fine Arts	0.23	1.13
13-2041.00	knowledge	History and Archeology	0.93	1.47
13-2041.00	knowledge	Philosophy and Theology	1.07	1.53
13-2041.00	knowledge	Public Safety and Security	0.73	1.43
13-2041.00	knowledge	Law and Government	3.21	2.93
13-2041.00	knowledge	Telecommunications	0.73	1.70
13-2041.00	knowledge	Communications and Media	2.17	2.17
13-2051.00	knowledge	Administration and Management	4.47	3.26
13-2051.00	knowledge	Clerical	3.34	2.27
13-2051.00	knowledge	Economics and Accounting	5.83	4.69
13-2051.00	knowledge	Sales and Marketing	4.07	3.02
13-2051.00	knowledge	Customer and Personal Service	4.18	3.34
13-2051.00	knowledge	Personnel and Human Resources	2.63	2.39
13-2051.00	knowledge	Transportation	1.68	2.07
13-2051.00	knowledge	Production and Processing	2.12	2.19
13-2051.00	knowledge	Food Production	0.67	1.18
13-2051.00	knowledge	Computers and Electronics	4.73	3.96
13-2051.00	knowledge	Engineering and Technology	1.70	2.02
13-2051.00	knowledge	Design	1.09	1.42
13-2051.00	knowledge	Building and Construction	0.60	1.79
13-2051.00	knowledge	Mechanical	0.60	1.71
13-2051.00	knowledge	Mathematics	5.73	4.31
13-2051.00	knowledge	Physics	1.03	1.52
13-2051.00	knowledge	Chemistry	0.78	1.40
13-2051.00	knowledge	Biology	0.32	1.28
13-2051.00	knowledge	Psychology	2.90	2.63
13-2051.00	knowledge	Sociology and Anthropology	2.79	2.17
13-2051.00	knowledge	Geography	3.22	2.34
13-2051.00	knowledge	Medicine and Dentistry	0.71	1.54
13-2051.00	knowledge	Therapy and Counseling	0.01	1.02
13-2051.00	knowledge	Education and Training	3.54	2.60
13-2051.00	knowledge	English Language	5.16	4.39
13-2051.00	knowledge	Foreign Language	0.69	1.43
13-2051.00	knowledge	Fine Arts	0.17	1.28
13-2051.00	knowledge	History and Archeology	1.03	1.48
13-2051.00	knowledge	Philosophy and Theology	0.80	1.45
13-2051.00	knowledge	Public Safety and Security	1.62	1.61
13-2051.00	knowledge	Law and Government	3.53	3.29
13-2051.00	knowledge	Telecommunications	1.40	2.32
13-2051.00	knowledge	Communications and Media	2.99	3.45
13-2052.00	knowledge	Administration and Management	4.43	3.57
13-2052.00	knowledge	Clerical	4.39	3.00
13-2052.00	knowledge	Economics and Accounting	4.82	4.32
13-2052.00	knowledge	Sales and Marketing	4.71	3.64
13-2052.00	knowledge	Customer and Personal Service	5.14	4.36
13-2052.00	knowledge	Personnel and Human Resources	3.54	2.86
13-2052.00	knowledge	Transportation	0.43	1.18
13-2052.00	knowledge	Production and Processing	2.39	2.11
13-2052.00	knowledge	Food Production	0.00	1.00
13-2052.00	knowledge	Computers and Electronics	4.14	3.18
13-2052.00	knowledge	Engineering and Technology	0.71	1.39
13-2052.00	knowledge	Design	1.43	1.54
13-2052.00	knowledge	Building and Construction	0.14	1.07
13-2052.00	knowledge	Mechanical	0.32	1.14
13-2052.00	knowledge	Mathematics	4.71	3.57
13-2052.00	knowledge	Physics	0.25	1.11
13-2052.00	knowledge	Chemistry	0.00	1.00
13-2052.00	knowledge	Biology	0.00	1.00
13-2052.00	knowledge	Psychology	3.81	3.30
13-2052.00	knowledge	Sociology and Anthropology	2.33	2.26
13-2052.00	knowledge	Geography	1.33	1.59
13-2052.00	knowledge	Medicine and Dentistry	0.36	1.25
13-2052.00	knowledge	Therapy and Counseling	2.93	2.50
13-2052.00	knowledge	Education and Training	4.25	3.04
13-2052.00	knowledge	English Language	4.21	3.71
13-2052.00	knowledge	Foreign Language	0.82	1.37
13-2052.00	knowledge	Fine Arts	0.50	1.21
13-2052.00	knowledge	History and Archeology	1.71	1.82
13-2052.00	knowledge	Philosophy and Theology	2.43	2.21
13-2052.00	knowledge	Public Safety and Security	1.39	1.81
13-2052.00	knowledge	Law and Government	3.79	3.21
13-2052.00	knowledge	Telecommunications	1.44	2.21
13-2052.00	knowledge	Communications and Media	2.50	2.50
13-2053.00	knowledge	Administration and Management	3.40	2.81
13-2053.00	knowledge	Clerical	4.00	3.08
13-2053.00	knowledge	Economics and Accounting	2.96	2.73
13-2053.00	knowledge	Sales and Marketing	3.00	2.77
13-2053.00	knowledge	Customer and Personal Service	4.23	3.50
13-2053.00	knowledge	Personnel and Human Resources	2.15	2.12
13-2053.00	knowledge	Transportation	0.42	1.35
13-2053.00	knowledge	Production and Processing	1.81	1.96
13-2053.00	knowledge	Food Production	0.00	1.00
13-2053.00	knowledge	Computers and Electronics	3.38	2.92
13-2053.00	knowledge	Engineering and Technology	0.38	1.23
13-2053.00	knowledge	Design	0.54	1.23
13-2053.00	knowledge	Building and Construction	0.08	1.04
13-2053.00	knowledge	Mechanical	0.00	1.00
13-2053.00	knowledge	Mathematics	4.12	3.23
13-2053.00	knowledge	Physics	0.00	1.00
13-2053.00	knowledge	Chemistry	0.04	1.04
13-2053.00	knowledge	Biology	2.23	2.42
13-2053.00	knowledge	Psychology	3.12	2.65
13-2053.00	knowledge	Sociology and Anthropology	1.58	1.81
13-2053.00	knowledge	Geography	2.00	1.88
13-2053.00	knowledge	Medicine and Dentistry	4.12	4.15
13-2053.00	knowledge	Therapy and Counseling	2.42	2.81
13-2053.00	knowledge	Education and Training	3.88	3.04
13-2053.00	knowledge	English Language	4.12	4.04
13-2053.00	knowledge	Foreign Language	0.88	1.58
13-2053.00	knowledge	Fine Arts	0.00	1.00
13-2053.00	knowledge	History and Archeology	0.19	1.12
13-2053.00	knowledge	Philosophy and Theology	0.62	1.27
13-2053.00	knowledge	Public Safety and Security	0.50	1.27
13-2053.00	knowledge	Law and Government	2.73	2.58
13-2053.00	knowledge	Telecommunications	0.77	1.85
13-2053.00	knowledge	Communications and Media	1.62	1.85
13-2061.00	knowledge	Administration and Management	4.44	3.52
13-2061.00	knowledge	Clerical	3.60	2.76
13-2061.00	knowledge	Economics and Accounting	5.00	4.24
13-2061.00	knowledge	Sales and Marketing	1.32	1.56
13-2061.00	knowledge	Customer and Personal Service	3.60	2.80
13-2061.00	knowledge	Personnel and Human Resources	1.88	1.96
13-2061.00	knowledge	Transportation	1.52	1.80
13-2061.00	knowledge	Production and Processing	0.96	1.44
13-2061.00	knowledge	Food Production	0.12	1.04
13-2061.00	knowledge	Computers and Electronics	3.52	2.68
13-2061.00	knowledge	Engineering and Technology	0.60	1.24
13-2061.00	knowledge	Design	0.32	1.08
13-2061.00	knowledge	Building and Construction	0.36	1.24
13-2061.00	knowledge	Mechanical	0.12	1.04
13-2061.00	knowledge	Mathematics	4.36	3.56
13-2061.00	knowledge	Physics	0.00	1.00
13-2061.00	knowledge	Chemistry	0.00	1.00
13-2061.00	knowledge	Biology	0.12	1.04
13-2061.00	knowledge	Psychology	1.28	1.72
13-2061.00	knowledge	Sociology and Anthropology	0.92	1.44
13-2061.00	knowledge	Geography	1.36	1.44
13-2061.00	knowledge	Medicine and Dentistry	0.00	1.00
13-2061.00	knowledge	Therapy and Counseling	0.36	1.12
13-2061.00	knowledge	Education and Training	3.40	2.44
13-2061.00	knowledge	English Language	4.68	4.24
13-2061.00	knowledge	Foreign Language	0.44	1.20
13-2061.00	knowledge	Fine Arts	0.00	1.00
13-2061.00	knowledge	History and Archeology	0.64	1.24
13-2061.00	knowledge	Philosophy and Theology	0.56	1.16
13-2061.00	knowledge	Public Safety and Security	1.56	1.96
13-2061.00	knowledge	Law and Government	3.83	3.60
13-2061.00	knowledge	Telecommunications	1.08	1.96
13-2061.00	knowledge	Communications and Media	2.08	2.04
13-2071.00	knowledge	Administration and Management	2.70	2.52
13-2071.00	knowledge	Clerical	4.26	3.42
13-2071.00	knowledge	Economics and Accounting	2.74	2.65
13-2071.00	knowledge	Sales and Marketing	2.87	2.45
13-2071.00	knowledge	Customer and Personal Service	5.26	4.45
13-2071.00	knowledge	Personnel and Human Resources	1.50	1.88
13-2071.00	knowledge	Transportation	0.68	1.39
13-2071.00	knowledge	Production and Processing	0.84	1.50
13-2071.00	knowledge	Food Production	0.16	1.06
13-2071.00	knowledge	Computers and Electronics	3.12	2.72
13-2071.00	knowledge	Engineering and Technology	0.16	1.09
13-2071.00	knowledge	Design	0.12	1.09
13-2071.00	knowledge	Building and Construction	0.06	1.03
13-2071.00	knowledge	Mechanical	0.19	1.09
13-2071.00	knowledge	Mathematics	3.25	3.09
13-2071.00	knowledge	Physics	0.06	1.03
13-2071.00	knowledge	Chemistry	0.00	1.00
13-2071.00	knowledge	Biology	0.06	1.03
13-2071.00	knowledge	Psychology	3.03	2.75
13-2071.00	knowledge	Sociology and Anthropology	2.41	2.31
13-2071.00	knowledge	Geography	0.28	1.16
13-2071.00	knowledge	Medicine and Dentistry	0.16	1.12
13-2071.00	knowledge	Therapy and Counseling	3.56	3.06
13-2071.00	knowledge	Education and Training	3.81	3.12
13-2071.00	knowledge	English Language	3.91	3.72
13-2071.00	knowledge	Foreign Language	1.09	1.56
13-2071.00	knowledge	Fine Arts	0.12	1.06
13-2071.00	knowledge	History and Archeology	0.41	1.19
13-2071.00	knowledge	Philosophy and Theology	1.72	1.78
13-2071.00	knowledge	Public Safety and Security	0.88	1.53
13-2071.00	knowledge	Law and Government	2.66	2.66
13-2071.00	knowledge	Telecommunications	0.88	1.94
13-2071.00	knowledge	Communications and Media	2.25	2.62
13-2071.01	knowledge	Administration and Management	2.83	2.81
13-2071.01	knowledge	Clerical	4.25	3.56
13-2071.01	knowledge	Economics and Accounting	2.91	2.92
13-2071.01	knowledge	Sales and Marketing	2.00	2.42
13-2071.01	knowledge	Customer and Personal Service	4.10	3.78
13-2071.01	knowledge	Personnel and Human Resources	2.20	2.39
13-2071.01	knowledge	Transportation	0.92	1.48
13-2071.01	knowledge	Production and Processing	1.24	1.74
13-2071.01	knowledge	Food Production	0.00	1.05
13-2071.01	knowledge	Computers and Electronics	3.95	3.73
13-2071.01	knowledge	Engineering and Technology	0.58	1.25
13-2071.01	knowledge	Design	0.39	1.20
13-2071.01	knowledge	Building and Construction	0.59	1.52
13-2071.01	knowledge	Mechanical	0.72	1.53
